session_id,subscriber_id,date,genre,device,duration_min,rating
54460,1127,2024-02-25,Documentary,Laptop,54,5
54582,1402,2024-03-08,Horror,Laptop,5,4
54690,1463,2024-02-19,Action,Smart TV,48,4
50521,1141,2024-08-13,Action,Mobile,103,5
53650,1183,2024-01-18,Animation,Tablet,79,4
50874,1180,2024-04-21,Series,Smart TV,34,4
50400,1041,2024-07-26,Animation,Mobile,26,5
50406,1482,2024-07-05,Romance,Laptop,82,5
53312,1352,2024-04-08,Romance,Smart TV,5,5
54903,1024,2024-04-08,Comedy,Smart TV,97,1
54849,1060,2024-01-04,Animation,Tablet,69,3
53781,1514,2024-06-13,Action,Laptop,67,4
51874,1404,2024-05-12,Series,Smart TV,20,4
51372,1447,2024-06-19,Drama,Tablet,93,5
51830,1118,2024-02-28,Animation,Laptop,60,4
54868,1060,2024-07-22,Documentary,Laptop,9,4
50660,1212,2024-08-07,Animation,Tablet,54,5
50113,1438,2024-08-05,Documentary,Mobile,45,4
50026,1224,2024-02-12,Documentary,Mobile,48,4
53138,1074,2024-01-05,Drama,Laptop,48,5
53322,1212,2024-06-16,Series,Laptop,50,4
52364,1121,2024-01-19,Drama,Laptop,41,1
53747,1490,2024-04-19,Series,Laptop,36,5
50900,1339,2024-06-24,Action,Mobile,53,5
53173,1358,2024-03-31,Documentary,Laptop,75,5
53886,1242,2024-05-25,Comedy,Laptop,88,4
54016,1419,2024-04-14,Romance,Laptop,21,5
52287,1068,2024-08-24,Documentary,Smart TV,82,4
53466,1261,2024-03-16,Romance,Laptop,23,3
52327,1078,2024-03-14,Action,Laptop,18,5
52651,1111,2024-06-19,Comedy,Laptop,55,2
54800,1178,2024-02-16,Animation,Laptop,5,4
51008,1110,2024-08-17,Horror,Laptop,25,4
54787,1450,2024-02-16,Action,Smart TV,131,4
54817,1481,2024-08-22,Drama,Smart TV,61,2
54374,1226,2024-05-27,Animation,Mobile,5,2
51512,1540,2024-02-21,Action,Mobile,63,5
54318,1141,2024-06-13,Animation,Mobile,5,4
53949,1108,2024-03-11,Animation,Smart TV,25,4
52201,1124,2024-06-17,Drama,Laptop,34,5
50368,1460,2024-07-22,Series,Mobile,21,5
53335,1056,2024-01-16,Drama,Smart TV,73,4
50554,1361,2024-07-22,Animation,Smart TV,52,4
52155,1271,2024-03-31,Animation,Mobile,30,4
50613,1596,2024-04-03,Drama,Mobile,44,4
50996,1408,2024-04-07,Documentary,Laptop,43,4
54142,1463,2024-01-04,Romance,Mobile,55,5
50005,1402,2024-04-21,Romance,Mobile,39,3
54566,1268,2024-01-26,Romance,Mobile,45,5
53779,1025,2024-06-16,Animation,Smart TV,31,5
53214,1138,2024-07-17,Romance,Tablet,23,5
50062,1316,2024-02-05,Documentary,Smart TV,28,3
53518,1013,2024-01-10,Comedy,Laptop,63,5
54677,1498,2024-08-10,Series,Smart TV,79,3
50865,1179,2024-06-06,Animation,Mobile,56,2
52542,1561,2024-03-02,Horror,Smart TV,58,5
50419,1217,2024-04-25,Comedy,Tablet,100,3
51827,1553,2024-01-21,Comedy,Tablet,120,3
53716,1180,2024-07-10,Documentary,Smart TV,41,5
53580,1345,2024-02-03,Documentary,Laptop,63,4
54180,1038,2024-02-10,Animation,Smart TV,78,4
51592,1345,2024-06-10,Documentary,Smart TV,39,5
53459,1454,2024-05-04,Drama,Mobile,77,5
50275,1226,2024-01-27,Drama,Smart TV,66,3
52400,1492,2024-06-19,Animation,Smart TV,40,5
50958,1326,2024-04-19,Animation,Laptop,63,5
51063,1476,2024-05-29,Drama,Smart TV,28,4
53861,1465,2024-08-10,Horror,Mobile,27,4
53292,1199,2024-08-13,Comedy,Smart TV,46,4
54981,1441,2024-06-01,Documentary,Smart TV,62,3
50717,1385,2024-02-23,Comedy,Smart TV,55,4
51787,1051,2024-03-12,Romance,Laptop,63,5
51396,1546,2024-01-13,Series,Laptop,57,3
51204,1452,2024-02-27,Drama,Mobile,43,5
51464,1495,2024-01-08,Animation,Smart TV,36,4
51865,1278,2024-07-17,Action,Smart TV,71,5
50304,1053,2024-03-10,Animation,Tablet,119,5
54144,1508,2024-06-05,Action,Mobile,92,4
51611,1496,2024-05-05,Animation,Tablet,19,4
50323,1470,2024-05-14,Action,Laptop,70,4
54621,1271,2024-04-24,Series,Smart TV,20,4
54080,1058,2024-01-30,Documentary,Laptop,87,4
50184,1124,2024-06-02,Animation,Mobile,115,4
52586,1441,2024-04-19,Series,Smart TV,54,2
51288,1055,2024-04-11,Drama,Smart TV,33,5
50840,1156,2024-04-13,Animation,Smart TV,85,5
50679,1490,2024-05-26,Romance,Smart TV,36,4
50644,1395,2024-06-06,Series,Mobile,34,5
50027,1246,2024-07-04,Drama,Mobile,79,4
50410,1135,2024-03-16,Series,Tablet,42,5
50706,1422,2024-02-28,Documentary,Smart TV,64,5
51414,1252,2024-01-29,Comedy,Laptop,108,5
50793,1176,2024-04-01,Documentary,Smart TV,84,4
54298,1244,2024-05-12,Series,Smart TV,24,2
52236,1524,2024-06-06,Animation,Laptop,64,1
54218,1049,2024-03-18,Action,Mobile,5,4
52182,1299,2024-02-06,Drama,Smart TV,5,4
53056,1127,2024-07-26,Horror,Mobile,57,5
54543,1142,2024-05-13,Drama,Smart TV,29,4
54564,1425,2024-07-04,Drama,Smart TV,41,5
52874,1004,2024-05-14,Comedy,Smart TV,21,5
53121,1079,2024-03-11,Animation,Laptop,33,5
53097,1570,2024-02-27,Horror,Tablet,43,5
51191,1368,2024-06-20,Animation,Mobile,98,4
52396,1525,2024-05-27,Romance,Laptop,47,3
51987,1556,2024-08-28,Animation,Smart TV,61,1
53341,1165,2024-08-09,Series,Mobile,65,4
50584,1231,2024-06-12,Romance,Smart TV,30,5
50959,1119,2024-05-01,Action,Mobile,32,3
52246,1510,2024-07-22,Action,Laptop,75,4
53223,1304,2024-07-15,Action,Smart TV,97,2
54929,1466,2024-04-27,Series,Laptop,107,5
51183,1387,2024-04-27,Action,Mobile,72,5
51693,1239,2024-04-01,Horror,Laptop,38,5
52803,1252,2024-06-10,Action,Smart TV,56,5
54988,1089,2024-08-08,Documentary,Smart TV,23,2
54930,1107,2024-02-10,Animation,Mobile,24,5
54557,1495,2024-03-20,Documentary,Mobile,61,4
52217,1469,2024-05-04,Documentary,Smart TV,23,5
50495,1096,2024-02-24,Drama,Mobile,81,4
50909,1076,2024-07-14,Animation,Laptop,74,4
51650,1265,2024-01-23,Horror,Smart TV,29,5
51169,1053,2024-08-15,Series,Laptop,34,4
53217,1219,2024-03-21,Series,Mobile,35,5
51250,1528,2024-03-21,Animation,Mobile,107,4
50170,1533,2024-01-22,Horror,Laptop,40,4
52123,1324,2024-03-27,Series,Smart TV,5,5
51940,1281,2024-01-09,Animation,Laptop,67,4
54862,1460,2024-01-22,Action,Laptop,71,3
52378,1533,2024-05-10,Drama,Tablet,82,5
54654,1190,2024-07-20,Documentary,Smart TV,76,5
51421,1509,2024-02-01,Horror,Mobile,22,4
53681,1600,2024-04-15,Documentary,Smart TV,75,4
52117,1399,2024-06-01,Romance,Mobile,65,4
53808,1176,2024-02-12,Animation,Mobile,62,4
51623,1494,2024-02-25,Romance,Laptop,68,4
50037,1503,2024-05-18,Action,Smart TV,59,5
50569,1487,2024-08-28,Action,Laptop,70,4
53399,1538,2024-04-29,Animation,Mobile,45,3
54491,1313,2024-04-19,Animation,Mobile,51,5
50303,1314,2024-04-23,Comedy,Smart TV,53,4
50834,1288,2024-04-19,Horror,Mobile,34,5
51378,1273,2024-01-12,Romance,Laptop,41,5
51125,1129,2024-08-08,Animation,Smart TV,12,4
50307,1330,2024-04-10,Romance,Tablet,28,5
52912,1567,2024-05-14,Documentary,Mobile,17,4
53683,1548,2024-02-21,Romance,Mobile,67,4
53180,1179,2024-05-05,Romance,Laptop,27,4
54099,1155,2024-05-07,Action,Mobile,75,5
51281,1316,2024-05-13,Action,Tablet,33,5
52731,1449,2024-03-23,Animation,Tablet,46,5
50452,1179,2024-01-22,Animation,Laptop,64,2
50904,1395,2024-08-19,Series,Laptop,51,3
51459,1341,2024-08-18,Action,Laptop,46,3
53973,1493,2024-03-07,Documentary,Laptop,43,2
54377,1502,2024-01-23,Romance,Laptop,89,4
54937,1196,2024-05-21,Comedy,Laptop,30,5
52525,1344,2024-04-23,Animation,Smart TV,46,4
53482,1586,2024-05-14,Action,Tablet,54,3
53803,1390,2024-01-01,Comedy,Smart TV,81,3
54061,1291,2024-02-20,Documentary,Smart TV,54,4
53179,1470,2024-06-06,Animation,Mobile,5,4
53553,1082,2024-01-21,Drama,Smart TV,55,5
52011,1090,2024-07-28,Action,Laptop,20,5
54486,1336,2024-01-18,Romance,Smart TV,30,4
53331,1350,2024-06-21,Animation,Smart TV,67,4
54867,1534,2024-04-23,Series,Smart TV,89,5
52466,1199,2024-02-15,Horror,Smart TV,94,5
50319,1253,2024-08-24,Comedy,Mobile,61,5
53026,1081,2024-04-04,Horror,Laptop,76,5
52849,1208,2024-02-16,Series,Laptop,11,4
52460,1017,2024-04-17,Animation,Mobile,57,3
51391,1416,2024-05-03,Series,Laptop,62,5
54711,1393,2024-03-30,Drama,Laptop,63,4
53729,1334,2024-07-18,Comedy,Mobile,5,4
54975,1466,2024-01-16,Action,Smart TV,45,1
52685,1132,2024-02-02,Documentary,Mobile,67,4
52143,1389,2024-07-17,Documentary,Smart TV,45,2
53062,1569,2024-08-25,Romance,Laptop,78,4
50001,1188,2024-05-22,Series,Mobile,62,5
53678,1011,2024-03-05,Comedy,Mobile,73,4
54458,1273,2024-07-11,Drama,Smart TV,56,3
53671,1165,2024-06-14,Series,Mobile,102,4
51911,1371,2024-07-30,Horror,Smart TV,48,2
52713,1189,2024-07-09,Action,Laptop,19,5
51291,1249,2024-05-09,Horror,Laptop,13,3
51079,1042,2024-04-03,Drama,Laptop,53,4
52777,1203,2024-06-25,Romance,Laptop,80,4
53241,1332,2024-07-06,Action,Smart TV,5,4
53099,1246,2024-03-12,Series,Laptop,72,2
53286,1462,2024-03-29,Series,Smart TV,5,5
52793,1553,2024-01-28,Action,Mobile,49,4
50317,1514,2024-03-09,Romance,Laptop,65,4
53416,1130,2024-01-12,Horror,Smart TV,69,3
50383,1537,2024-05-09,Horror,Mobile,65,4
53111,1355,2024-05-03,Horror,Laptop,32,4
54365,1490,2024-05-03,Documentary,Laptop,44,5
51981,1283,2024-01-15,Romance,Mobile,37,5
54624,1082,2024-04-25,Comedy,Laptop,62,1
53369,1126,2024-07-04,Romance,Smart TV,98,4
54155,1596,2024-02-21,Action,Laptop,53,4
54172,1109,2024-07-05,Animation,Laptop,52,4
53130,1346,2024-03-05,Series,Smart TV,52,4
52557,1111,2024-04-23,Action,Laptop,36,4
53659,1347,2024-07-20,Comedy,Smart TV,21,5
50223,1112,2024-04-02,Documentary,Laptop,46,4
51990,1375,2024-08-13,Animation,Laptop,5,4
54934,1451,2024-06-09,Series,Laptop,50,4
53680,1058,2024-06-03,Comedy,Mobile,34,4
52457,1373,2024-02-11,Action,Smart TV,29,4
50813,1595,2024-03-14,Animation,Smart TV,37,1
53605,1418,2024-04-28,Animation,Laptop,41,3
50145,1235,2024-02-24,Documentary,Mobile,61,3
51583,1014,2024-06-20,Animation,Laptop,45,3
50409,1124,2024-05-27,Series,Mobile,77,4
50292,1508,2024-07-07,Animation,Smart TV,66,4
52515,1495,2024-01-25,Drama,Tablet,32,5
50898,1220,2024-04-26,Series,Mobile,73,5
54692,1130,2024-06-06,Drama,Laptop,10,5
50962,1215,2024-02-26,Drama,Smart TV,33,4
52348,1205,2024-05-01,Action,Tablet,64,5
50218,1174,2024-06-12,Romance,Smart TV,91,5
50019,1161,2024-06-18,Horror,Smart TV,16,5
54319,1052,2024-02-10,Drama,Mobile,71,5
52785,1586,2024-02-07,Action,Smart TV,75,5
50842,1483,2024-06-03,Action,Laptop,79,2
52724,1317,2024-04-08,Comedy,Mobile,60,3
51247,1241,2024-04-14,Comedy,Mobile,47,3
52764,1255,2024-01-29,Romance,Mobile,36,4
50219,1292,2024-06-27,Romance,Mobile,45,5
52139,1340,2024-01-31,Comedy,Mobile,58,5
51520,1360,2024-08-25,Comedy,Mobile,12,3
52459,1354,2024-06-30,Horror,Smart TV,56,4
50217,1210,2024-06-22,Romance,Mobile,73,2
51035,1088,2024-06-04,Action,Smart TV,80,5
53608,1499,2024-07-01,Animation,Tablet,22,4
53011,1032,2024-07-11,Animation,Laptop,61,4
53664,1236,2024-08-16,Action,Smart TV,16,4
54545,1373,2024-01-06,Series,Laptop,29,1
54509,1111,2024-01-16,Drama,Laptop,87,5
53104,1131,2024-05-11,Series,Smart TV,59,2
52644,1563,2024-01-23,Action,Laptop,19,4
50412,1560,2024-05-21,Romance,Laptop,49,4
52002,1405,2024-03-25,Documentary,Smart TV,52,4
53414,1215,2024-08-11,Romance,Tablet,21,5
53820,1156,2024-03-05,Animation,Laptop,50,4
52413,1131,2024-06-22,Series,Laptop,38,5
52177,1376,2024-07-14,Action,Smart TV,5,4
51613,1457,2024-01-24,Comedy,Smart TV,77,4
53143,1598,2024-08-24,Comedy,Mobile,74,5
53566,1336,2024-04-03,Horror,Mobile,59,5
50491,1487,2024-06-17,Horror,Laptop,38,4
51506,1371,2024-05-30,Documentary,Smart TV,81,5
50618,1318,2024-06-26,Horror,Mobile,63,5
50620,1273,2024-08-11,Romance,Mobile,44,4
51509,1144,2024-05-10,Comedy,Mobile,41,3
54954,1265,2024-04-19,Romance,Laptop,46,5
50954,1012,2024-03-14,Comedy,Tablet,29,4
50927,1302,2024-03-24,Drama,Smart TV,32,4
52276,1172,2024-01-08,Romance,Smart TV,36,5
53167,1427,2024-07-27,Horror,Smart TV,63,3
52469,1423,2024-04-26,Comedy,Tablet,50,5
53326,1084,2024-06-08,Drama,Smart TV,47,4
52100,1148,2024-03-13,Horror,Tablet,5,4
51012,1403,2024-01-07,Romance,Laptop,44,5
53652,1136,2024-03-14,Series,Smart TV,47,4
51962,1405,2024-08-08,Horror,Laptop,82,4
50341,1532,2024-06-04,Romance,Smart TV,46,4
51544,1298,2024-07-30,Comedy,Smart TV,55,5
52429,1155,2024-03-21,Action,Smart TV,71,3
52966,1072,2024-06-30,Documentary,Laptop,28,5
52338,1406,2024-04-26,Comedy,Smart TV,21,5
54888,1411,2024-06-11,Horror,Smart TV,35,4
53527,1403,2024-06-16,Series,Laptop,50,2
51472,1333,2024-04-30,Comedy,Tablet,66,4
51808,1221,2024-04-08,Romance,Tablet,23,2
54499,1545,2024-01-08,Animation,Laptop,10,5
50726,1180,2024-02-20,Comedy,Smart TV,24,5
52879,1035,2024-07-31,Series,Mobile,90,5
53687,1217,2024-07-04,Romance,Smart TV,55,4
51842,1428,2024-08-18,Animation,Mobile,36,4
53787,1018,2024-03-01,Comedy,Smart TV,33,5
54541,1124,2024-02-21,Drama,Laptop,80,3
50870,1592,2024-03-30,Action,Laptop,30,5
52860,1565,2024-04-09,Action,Laptop,109,4
54487,1229,2024-08-05,Series,Smart TV,87,5
51995,1098,2024-08-03,Documentary,Laptop,40,3
50106,1318,2024-04-08,Drama,Tablet,16,5
53828,1274,2024-01-15,Romance,Mobile,50,4
53450,1127,2024-02-17,Series,Smart TV,82,4
51758,1374,2024-04-26,Series,Smart TV,19,4
52112,1564,2024-03-20,Drama,Laptop,43,5
52771,1242,2024-06-20,Animation,Mobile,83,5
51690,1452,2024-04-22,Action,Smart TV,23,5
53819,1165,2024-03-04,Animation,Laptop,89,4
53906,1113,2024-02-20,Romance,Mobile,10,4
50783,1407,2024-04-27,Series,Mobile,80,3
54927,1586,2024-04-25,Comedy,Smart TV,49,4
53920,1448,2024-01-30,Series,Smart TV,80,5
54000,1109,2024-06-23,Action,Tablet,50,4
54781,1071,2024-03-07,Animation,Tablet,34,4
50642,1099,2024-02-22,Action,Laptop,40,2
53505,1160,2024-06-25,Action,Smart TV,75,5
51725,1548,2024-05-14,Series,Smart TV,62,5
51937,1283,2024-02-29,Comedy,Smart TV,6,2
51447,1179,2024-04-10,Romance,Smart TV,79,4
52016,1151,2024-05-06,Horror,Mobile,24,2
51137,1148,2024-07-19,Romance,Mobile,49,5
53433,1136,2024-01-25,Action,Laptop,35,1
51548,1590,2024-04-03,Animation,Smart TV,89,4
52065,1479,2024-04-22,Horror,Laptop,59,1
53631,1597,2024-08-21,Romance,Laptop,29,2
53752,1216,2024-01-02,Drama,Laptop,96,4
54280,1264,2024-05-19,Documentary,Mobile,51,5
52726,1432,2024-06-01,Romance,Tablet,134,3
51216,1587,2024-03-31,Horror,Mobile,19,4
51314,1099,2024-02-22,Animation,Smart TV,17,3
54205,1385,2024-04-09,Animation,Mobile,66,5
53760,1107,2024-08-27,Documentary,Smart TV,40,5
53009,1212,2024-03-31,Drama,Smart TV,45,2
50076,1037,2024-02-06,Series,Tablet,59,5
53000,1488,2024-04-09,Documentary,Smart TV,42,4
52122,1046,2024-01-14,Documentary,Smart TV,62,3
52237,1246,2024-07-10,Action,Smart TV,84,5
52558,1266,2024-03-09,Action,Laptop,38,5
52285,1089,2024-07-26,Documentary,Smart TV,96,5
51400,1438,2024-04-13,Animation,Tablet,56,5
51820,1367,2024-06-04,Action,Smart TV,41,5
52339,1151,2024-03-21,Horror,Laptop,55,4
50169,1596,2024-05-03,Horror,Mobile,79,5
50224,1569,2024-05-15,Documentary,Smart TV,73,5
52612,1050,2024-05-03,Romance,Tablet,82,4
54110,1189,2024-08-17,Action,Laptop,20,5
53588,1184,2024-07-30,Action,Mobile,20,3
50435,1458,2024-01-08,Romance,Mobile,55,5
54490,1412,2024-07-12,Series,Smart TV,65,5
53759,1232,2024-02-15,Series,Mobile,80,5
53021,1452,2024-02-17,Action,Mobile,5,5
54116,1556,2024-05-17,Series,Smart TV,29,1
50858,1500,2024-05-11,Animation,Smart TV,41,3
54379,1425,2024-06-03,Romance,Tablet,60,5
51385,1305,2024-04-01,Series,Laptop,42,4
50688,1357,2024-06-30,Animation,Smart TV,47,4
53373,1291,2024-08-23,Series,Laptop,86,5
52059,1117,2024-03-28,Documentary,Smart TV,43,5
51924,1032,2024-02-01,Action,Laptop,18,3
53963,1042,2024-07-19,Comedy,Smart TV,85,4
50601,1021,2024-08-21,Documentary,Smart TV,50,4
52564,1202,2024-05-21,Series,Laptop,42,4
53198,1578,2024-05-24,Drama,Smart TV,96,1
51259,1102,2024-05-13,Drama,Smart TV,76,4
53378,1028,2024-08-15,Romance,Mobile,34,4
54526,1294,2024-04-25,Romance,Laptop,73,4
54798,1314,2024-05-16,Series,Tablet,63,3
51299,1549,2024-07-06,Romance,Smart TV,58,5
51213,1250,2024-06-02,Romance,Laptop,48,5
52502,1470,2024-02-21,Horror,Smart TV,46,5
50353,1130,2024-04-11,Documentary,Laptop,36,2
54084,1122,2024-02-03,Romance,Laptop,96,4
51743,1143,2024-07-24,Documentary,Mobile,10,4
50675,1348,2024-01-25,Animation,Smart TV,43,5
53357,1156,2024-06-09,Action,Smart TV,67,3
51852,1011,2024-06-24,Animation,Laptop,100,3
54295,1173,2024-07-09,Romance,Mobile,75,3
54920,1136,2024-07-15,Comedy,Laptop,43,5
52620,1116,2024-07-03,Action,Laptop,71,4
53109,1557,2024-06-11,Animation,Laptop,72,5
51804,1526,2024-07-09,Romance,Laptop,36,4
52614,1119,2024-06-09,Action,Smart TV,51,4
51939,1596,2024-03-19,Drama,Smart TV,59,4
54983,1018,2024-03-15,Series,Smart TV,59,4
51337,1054,2024-05-25,Animation,Tablet,99,4
54001,1409,2024-05-01,Horror,Mobile,107,5
52828,1154,2024-03-24,Horror,Smart TV,47,4
50565,1251,2024-05-10,Drama,Smart TV,11,5
51846,1304,2024-05-15,Horror,Tablet,78,1
54203,1048,2024-03-10,Action,Laptop,68,4
52839,1112,2024-07-06,Comedy,Laptop,41,5
54900,1024,2024-06-20,Horror,Mobile,89,4
52778,1289,2024-06-04,Horror,Tablet,37,4
52482,1320,2024-01-16,Documentary,Mobile,14,4
52468,1596,2024-02-23,Horror,Mobile,98,4
53098,1399,2024-05-25,Horror,Laptop,41,3
53530,1565,2024-06-18,Romance,Smart TV,13,5
52465,1323,2024-05-30,Comedy,Laptop,49,4
50872,1403,2024-05-08,Drama,Mobile,37,5
54137,1357,2024-06-23,Horror,Smart TV,56,4
51434,1114,2024-03-15,Horror,Laptop,49,4
52321,1259,2024-02-21,Series,Laptop,60,4
54029,1105,2024-02-02,Series,Smart TV,34,3
52467,1508,2024-03-31,Horror,Smart TV,86,5
53007,1285,2024-02-07,Drama,Smart TV,55,5
52823,1273,2024-02-18,Drama,Smart TV,51,2
52643,1424,2024-01-17,Horror,Mobile,32,4
53132,1406,2024-01-27,Series,Laptop,64,4
53364,1151,2024-05-03,Series,Smart TV,34,4
52611,1109,2024-04-12,Comedy,Smart TV,98,4
50326,1588,2024-05-31,Action,Smart TV,61,5
54839,1148,2024-07-18,Action,Mobile,42,4
50604,1037,2024-03-10,Series,Smart TV,77,4
54279,1004,2024-02-19,Horror,Mobile,40,5
50632,1392,2024-07-01,Series,Mobile,50,4
50992,1364,2024-01-28,Documentary,Smart TV,62,4
53575,1120,2024-06-26,Action,Smart TV,37,4
51497,1480,2024-07-24,Series,Laptop,60,4
50045,1310,2024-04-30,Drama,Tablet,48,3
54986,1439,2024-06-26,Series,Laptop,18,4
53889,1426,2024-06-16,Action,Tablet,15,3
54763,1508,2024-02-09,Animation,Mobile,57,4
50331,1374,2024-03-30,Animation,Smart TV,36,5
51651,1482,2024-05-11,Action,Smart TV,49,4
53797,1441,2024-08-14,Horror,Tablet,54,3
52113,1412,2024-02-05,Series,Laptop,28,4
51156,1388,2024-06-13,Action,Mobile,26,4
54011,1546,2024-07-24,Drama,Mobile,39,3
50530,1357,2024-08-24,Horror,Smart TV,5,5
52149,1386,2024-03-08,Drama,Smart TV,40,4
51124,1270,2024-08-17,Series,Smart TV,71,4
52632,1374,2024-04-03,Comedy,Laptop,46,5
53330,1477,2024-08-02,Comedy,Mobile,23,3
52017,1404,2024-07-12,Horror,Mobile,51,4
53824,1458,2024-04-16,Horror,Smart TV,39,5
53980,1083,2024-02-16,Romance,Laptop,5,5
51536,1308,2024-02-03,Animation,Laptop,55,4
53532,1271,2024-05-27,Comedy,Smart TV,41,3
53966,1585,2024-04-01,Horror,Smart TV,111,5
54633,1042,2024-05-05,Drama,Laptop,33,5
51068,1211,2024-05-25,Animation,Tablet,86,4
50608,1047,2024-05-30,Animation,Laptop,68,5
50772,1419,2024-01-31,Comedy,Smart TV,74,4
54206,1395,2024-03-19,Romance,Smart TV,44,5
50683,1514,2024-03-31,Drama,Smart TV,43,4
50147,1370,2024-07-30,Documentary,Smart TV,53,4
52365,1556,2024-05-02,Series,Tablet,68,4
50009,1373,2024-07-26,Documentary,Mobile,53,4
54683,1580,2024-07-20,Animation,Smart TV,64,4
54857,1273,2024-05-20,Romance,Smart TV,60,1
50773,1454,2024-07-16,Action,Mobile,68,1
52854,1203,2024-02-06,Horror,Smart TV,27,5
51810,1209,2024-05-06,Animation,Laptop,66,4
54863,1003,2024-04-15,Drama,Mobile,5,4
52160,1581,2024-01-07,Romance,Smart TV,82,2
54208,1106,2024-05-18,Horror,Smart TV,72,3
52483,1024,2024-06-07,Documentary,Laptop,63,4
51532,1159,2024-01-14,Drama,Smart TV,34,3
50483,1353,2024-04-17,Horror,Mobile,26,3
52441,1321,2024-07-03,Drama,Smart TV,31,3
52029,1278,2024-03-10,Horror,Laptop,82,2
50631,1525,2024-01-11,Animation,Smart TV,39,5
53876,1238,2024-06-17,Drama,Smart TV,18,3
50824,1410,2024-07-31,Series,Laptop,60,4
54768,1086,2024-01-05,Romance,Tablet,5,4
51978,1391,2024-02-11,Drama,Laptop,80,4
53833,1318,2024-01-06,Horror,Mobile,49,5
53041,1360,2024-02-07,Romance,Laptop,50,3
52106,1294,2024-04-09,Comedy,Mobile,64,3
51286,1229,2024-05-29,Horror,Laptop,53,4
50546,1017,2024-06-30,Comedy,Laptop,53,5
54909,1160,2024-05-24,Comedy,Smart TV,90,5
51724,1169,2024-03-25,Romance,Mobile,48,3
53255,1412,2024-04-24,Drama,Mobile,18,5
52286,1090,2024-08-13,Documentary,Mobile,11,5
53905,1361,2024-02-10,Documentary,Smart TV,74,4
53898,1264,2024-06-07,Horror,Laptop,82,4
52233,1463,2024-08-05,Animation,Smart TV,54,4
53473,1226,2024-07-07,Action,Laptop,63,4
52599,1314,2024-04-30,Drama,Mobile,60,5
52306,1171,2024-05-09,Action,Smart TV,77,5
54706,1558,2024-05-14,Action,Tablet,86,4
52955,1536,2024-01-09,Drama,Mobile,38,3
52885,1518,2024-04-16,Comedy,Laptop,41,5
54231,1270,2024-05-18,Horror,Tablet,111,4
53333,1380,2024-08-20,Documentary,Laptop,66,4
52935,1216,2024-05-11,Action,Smart TV,5,3
53283,1358,2024-04-18,Documentary,Smart TV,63,5
