order_id,date,city,product,category,unit_price,quantity,discount_pct,revenue,manager
1005,2024-01-10,Kyiv,Raffle,Drinks,85,1,5,80.75,Bohdan
1158,2024-03-12,Kyiv,Croissant,Baking,55,1,0,55,Maria
1267,2024-05-27,Lviv,Tiramisu,Desserts,120,2,0,240,Andrij
1284,2024-05-24,Odesa,Cappuccino,Drinks,65,1,0,65,Maria
1242,2024-05-20,Harkiv,Raffle,Drinks,85,4,0,340,Olena
1325,2024-06-02,Odesa,Croissant,Baking,55,2,0,110,Andrij
1221,2024-04-11,Lviv,Raffle,Drinks,85,4,0,340,Andrij
1147,2024-03-09,Kyiv,Tiramisu,Desserts,120,1,10,108,Andrij
1354,2024-06-23,Odesa,Espresso,Drinks,45,1,0,45,Andrij
1288,2024-05-27,Harkiv,Cheesecake,Desserts,110,2,0,220,Maria
1081,2024-02-17,Kyiv,Cheesecake,Desserts,110,1,0,110,Andrij
1184,2024-04-22,Kyiv,Sandwich,Food,95,3,0,285,Maria
1269,2024-05-23,Harkiv,Cheesecake,Desserts,110,3,0,330,Bohdan
1316,2024-06-12,Odesa,Sandwich,Food,95,2,10,171,Olena
1290,2024-05-11,Odesa,Raffle,Drinks,85,2,0,170,Andrij
1183,2024-04-24,Harkiv,Cheesecake,Desserts,110,1,0,110,Andrij
1066,2024-02-14,Kyiv,Croissant,Baking,55,1,0,55,Olena
1244,2024-05-09,Odesa,Espresso,Drinks,45,2,0,90,Andrij
1251,2024-05-28,Lviv,Muffin,Baking,60,2,0,120,Bohdan
1127,2024-03-04,Odesa,Sandwich,Food,95,2,0,190,Olena
1149,2024-03-24,Odesa,Cheesecake,Desserts,110,4,0,440,Olena
1321,2024-06-07,Harkiv,Sandwich,Food,95,2,0,190,Olena
1249,2024-05-05,Lviv,Latte,Drinks,70,1,0,70,Maria
1214,2024-04-17,Lviv,Muffin,Baking,60,1,0,60,Bohdan
1048,2024-01-27,Harkiv,Tea,Drinks,40,3,0,120,Andrij
1324,2024-06-20,Odesa,Tiramisu,Desserts,120,3,0,360,Olena
1013,2024-01-19,Odesa,Cheesecake,Desserts,110,2,0,220,Bohdan
1130,2024-03-08,Odesa,Raffle,Drinks,85,2,0,170,Olena
1009,2024-01-08,Harkiv,Tea,Drinks,40,4,0,160,Andrij
1328,2024-06-13,Odesa,Cappuccino,Drinks,65,1,15,55.25,Olena
1154,2024-03-03,Lviv,Muffin,Baking,60,3,0,180,Olena
1045,2024-01-28,Kyiv,Sandwich,Food,95,3,0,285,Andrij
1168,2024-03-18,Odesa,Latte,Drinks,70,1,0,70,Bohdan
1194,2024-04-26,Lviv,Espresso,Drinks,45,5,0,225,Andrij
1060,2024-01-14,Lviv,Muffin,Baking,60,5,0,300,Andrij
1136,2024-03-10,Lviv,Tiramisu,Desserts,120,1,0,120,Olena
1344,2024-06-11,Lviv,Cappuccino,Drinks,65,1,5,61.75,Andrij
1199,2024-04-04,Odesa,Muffin,Baking,60,1,0,60,Olena
1067,2024-02-03,Odesa,Cappuccino,Drinks,65,2,5,123.5,Andrij
1135,2024-03-27,Lviv,Tiramisu,Desserts,120,5,0,600,Andrij
1082,2024-02-27,Lviv,Sandwich,Food,95,3,0,285,Olena
1261,2024-05-15,Kyiv,Cheesecake,Desserts,110,2,0,220,Andrij
1138,2024-03-20,Lviv,Muffin,Baking,60,1,0,60,Andrij
1219,2024-04-22,Kyiv,Croissant,Baking,55,2,0,110,Maria
1111,2024-02-11,Kyiv,Sandwich,Food,95,1,0,95,Maria
1287,2024-05-07,Odesa,Tiramisu,Desserts,120,3,0,360,Maria
1252,2024-05-01,Lviv,Sandwich,Food,95,5,0,475,Andrij
1007,2024-01-04,Kyiv,Tea,Drinks,40,2,0,80,Olena
1279,2024-05-16,Kyiv,Croissant,Baking,55,2,5,104.5,Bohdan
1355,2024-06-17,Odesa,Raffle,Drinks,85,1,0,85,Bohdan
1055,2024-01-15,Odesa,Sandwich,Food,95,4,0,380,Andrij
1185,2024-04-21,Kyiv,Muffin,Baking,60,2,0,120,Maria
1095,2024-02-22,Lviv,Cappuccino,Drinks,65,2,0,130,Olena
1223,2024-04-14,Harkiv,Sandwich,Food,95,2,5,180.5,Andrij
1360,2024-06-27,Kyiv,Latte,Drinks,70,1,0,70,Maria
1339,2024-06-24,Lviv,Latte,Drinks,70,4,5,266,Andrij
1236,2024-04-16,Odesa,Cappuccino,Drinks,65,1,0,65,Andrij
1012,2024-01-22,Odesa,Espresso,Drinks,45,4,0,180,Olena
1030,2024-01-09,Kyiv,Espresso,Drinks,45,1,0,45,Bohdan
1075,2024-02-23,Lviv,Raffle,Drinks,85,1,5,80.75,Andrij
1110,2024-02-10,Harkiv,Tea,Drinks,40,3,0,120,Bohdan
1210,2024-04-27,Harkiv,Croissant,Baking,55,5,0,275,Maria
1171,2024-03-12,Harkiv,Cappuccino,Drinks,65,1,0,65,Bohdan
1302,2024-06-22,Lviv,Cappuccino,Drinks,65,2,0,130,Olena
1330,2024-06-04,Harkiv,Latte,Drinks,70,4,0,280,Olena
1108,2024-02-14,Odesa,Raffle,Drinks,85,3,0,255,Olena
1176,2024-03-17,Kyiv,Tea,Drinks,40,2,0,80,Andrij
1260,2024-05-07,Odesa,Latte,Drinks,70,3,0,210,Bohdan
1155,2024-03-14,Harkiv,Sandwich,Food,95,2,0,190,Olena
1188,2024-04-27,Harkiv,Raffle,Drinks,85,2,0,170,Bohdan
1275,2024-05-25,Kyiv,Tea,Drinks,40,1,0,40,Bohdan
1318,2024-06-09,Kyiv,Muffin,Baking,60,2,0,120,Olena
1109,2024-02-02,Harkiv,Sandwich,Food,95,2,0,190,Bohdan
1273,2024-05-05,Kyiv,Tea,Drinks,40,4,0,160,Maria
1101,2024-02-16,Odesa,Latte,Drinks,70,3,0,210,Bohdan
1001,2024-01-27,Odesa,Espresso,Drinks,45,1,0,45,Olena
1179,2024-03-16,Odesa,Espresso,Drinks,45,3,0,135,Maria
1177,2024-03-03,Lviv,Cheesecake,Desserts,110,1,0,110,Olena
1335,2024-06-07,Kyiv,Latte,Drinks,70,1,0,70,Maria
1077,2024-02-27,Odesa,Muffin,Baking,60,1,0,60,Bohdan
1291,2024-05-03,Odesa,Croissant,Baking,55,1,15,46.75,Olena
1068,2024-02-11,Kyiv,Croissant,Baking,55,4,0,220,Bohdan
1051,2024-01-16,Kyiv,Cheesecake,Desserts,110,2,0,220,Olena
1347,2024-06-12,Harkiv,Croissant,Baking,55,1,0,55,Bohdan
1225,2024-04-06,Lviv,Cappuccino,Drinks,65,1,0,65,Maria
1346,2024-06-22,Lviv,Sandwich,Food,95,1,10,85.5,Andrij
1093,2024-02-02,Kyiv,Tiramisu,Desserts,120,4,0,480,Andrij
1037,2024-01-24,Lviv,Tea,Drinks,40,5,0,200,Maria
1198,2024-04-21,Odesa,Cappuccino,Drinks,65,1,0,65,Maria
1281,2024-05-01,Harkiv,Espresso,Drinks,45,2,5,85.5,Andrij
1098,2024-02-17,Harkiv,Cappuccino,Drinks,65,1,0,65,Bohdan
1240,2024-04-24,Odesa,Cheesecake,Desserts,110,1,10,99,Olena
1264,2024-05-19,Harkiv,Muffin,Baking,60,2,0,120,Maria
1227,2024-04-12,Kyiv,Cappuccino,Drinks,65,1,0,65,Andrij
1039,2024-01-27,Lviv,Tiramisu,Desserts,120,2,10,216,Olena
1297,2024-05-09,Odesa,Espresso,Drinks,45,3,0,135,Maria
1331,2024-06-22,Odesa,Cheesecake,Desserts,110,2,0,220,Bohdan
1235,2024-04-01,Kyiv,Tea,Drinks,40,3,0,120,Andrij
1197,2024-04-08,Harkiv,Raffle,Drinks,85,2,0,170,Maria
1002,2024-01-02,Odesa,Tea,Drinks,40,1,0,40,Olena
1292,2024-05-02,Harkiv,Sandwich,Food,95,4,0,380,Bohdan
1106,2024-02-09,Odesa,Muffin,Baking,60,3,5,171,Olena
1033,2024-01-25,Odesa,Sandwich,Food,95,1,0,95,Andrij
1230,2024-04-07,Kyiv,Espresso,Drinks,45,1,0,45,Maria
1122,2024-03-16,Kyiv,Muffin,Baking,60,3,10,162,Bohdan
1025,2024-01-15,Harkiv,Cappuccino,Drinks,65,1,15,55.25,Andrij
1250,2024-05-04,Odesa,Muffin,Baking,60,1,0,60,Maria
1353,2024-06-20,Lviv,Tea,Drinks,40,1,0,40,Bohdan
1202,2024-04-06,Odesa,Cheesecake,Desserts,110,3,0,330,Olena
1271,2024-05-16,Odesa,Raffle,Drinks,85,2,0,170,Bohdan
1195,2024-04-09,Lviv,Latte,Drinks,70,3,0,210,Andrij
1087,2024-02-23,Kyiv,Tea,Drinks,40,3,0,120,Andrij
1107,2024-02-09,Kyiv,Croissant,Baking,55,2,0,110,Bohdan
1040,2024-01-22,Harkiv,Cheesecake,Desserts,110,3,0,330,Olena
1058,2024-01-15,Odesa,Espresso,Drinks,45,1,0,45,Andrij
1246,2024-05-20,Odesa,Croissant,Baking,55,3,5,156.75,Andrij
1283,2024-05-03,Odesa,Muffin,Baking,60,2,15,102,Andrij
1323,2024-06-28,Lviv,Cappuccino,Drinks,65,4,0,260,Olena
1162,2024-03-02,Harkiv,Raffle,Drinks,85,3,10,229.5,Maria
1334,2024-06-21,Kyiv,Croissant,Baking,55,3,0,165,Bohdan
1133,2024-03-12,Harkiv,Cappuccino,Drinks,65,2,0,130,Bohdan
1234,2024-04-19,Kyiv,Cheesecake,Desserts,110,2,0,220,Andrij
1286,2024-05-28,Lviv,Muffin,Baking,60,2,0,120,Maria
1090,2024-02-24,Harkiv,Croissant,Baking,55,1,0,55,Olena
1156,2024-03-14,Kyiv,Croissant,Baking,55,2,0,110,Bohdan
1258,2024-05-16,Lviv,Cheesecake,Desserts,110,3,0,330,Olena
1142,2024-03-03,Harkiv,Espresso,Drinks,45,1,0,45,Maria
1041,2024-01-26,Harkiv,Raffle,Drinks,85,2,0,170,Maria
1350,2024-06-01,Harkiv,Sandwich,Food,95,1,0,95,Maria
1015,2024-01-27,Kyiv,Croissant,Baking,55,2,15,93.5,Bohdan
1220,2024-04-06,Odesa,Raffle,Drinks,85,1,0,85,Maria
1274,2024-05-10,Kyiv,Cappuccino,Drinks,65,1,0,65,Maria
1073,2024-02-27,Harkiv,Raffle,Drinks,85,4,0,340,Bohdan
1070,2024-02-10,Lviv,Croissant,Baking,55,1,0,55,Maria
1126,2024-03-10,Lviv,Tea,Drinks,40,4,0,160,Andrij
1084,2024-02-25,Lviv,Latte,Drinks,70,2,0,140,Andrij
1143,2024-03-13,Harkiv,Latte,Drinks,70,2,0,140,Maria
1083,2024-02-10,Lviv,Muffin,Baking,60,2,0,120,Maria
1062,2024-02-10,Harkiv,Cappuccino,Drinks,65,1,0,65,Olena
1042,2024-01-03,Kyiv,Muffin,Baking,60,2,0,120,Andrij
1091,2024-02-09,Kyiv,Tiramisu,Desserts,120,1,0,120,Andrij
1245,2024-05-08,Lviv,Cheesecake,Desserts,110,2,10,198,Andrij
1102,2024-02-15,Kyiv,Espresso,Drinks,45,1,0,45,Bohdan
1357,2024-06-05,Kyiv,Cappuccino,Drinks,65,2,0,130,Maria
1293,2024-05-16,Odesa,Latte,Drinks,70,1,0,70,Olena
1211,2024-04-08,Harkiv,Tea,Drinks,40,4,0,160,Andrij
1232,2024-04-20,Kyiv,Cheesecake,Desserts,110,4,0,440,Bohdan
1322,2024-06-13,Lviv,Croissant,Baking,55,1,0,55,Andrij
1205,2024-04-16,Harkiv,Sandwich,Food,95,1,0,95,Andrij
1342,2024-06-23,Lviv,Cheesecake,Desserts,110,1,0,110,Bohdan
1215,2024-04-02,Lviv,Sandwich,Food,95,1,0,95,Bohdan
1008,2024-01-14,Kyiv,Tea,Drinks,40,1,0,40,Maria
1080,2024-02-12,Lviv,Cappuccino,Drinks,65,5,0,325,Andrij
1121,2024-03-01,Harkiv,Croissant,Baking,55,3,5,156.75,Andrij
1326,2024-06-25,Harkiv,Tea,Drinks,40,2,0,80,Maria
1309,2024-06-21,Lviv,Espresso,Drinks,45,5,0,225,Andrij
1078,2024-02-15,Odesa,Tea,Drinks,40,1,0,40,Andrij
1201,2024-04-19,Harkiv,Cheesecake,Desserts,110,1,15,93.5,Andrij
1118,2024-02-09,Harkiv,Muffin,Baking,60,3,0,180,Maria
1343,2024-06-14,Lviv,Tiramisu,Desserts,120,4,0,480,Andrij
1182,2024-04-17,Lviv,Tea,Drinks,40,1,0,40,Andrij
1141,2024-03-12,Kyiv,Croissant,Baking,55,2,0,110,Maria
1052,2024-01-04,Kyiv,Raffle,Drinks,85,1,0,85,Bohdan
1099,2024-02-07,Odesa,Muffin,Baking,60,1,10,54,Olena
1295,2024-05-25,Lviv,Cappuccino,Drinks,65,2,0,130,Andrij
1312,2024-06-14,Kyiv,Espresso,Drinks,45,2,0,90,Andrij
1146,2024-03-02,Harkiv,Raffle,Drinks,85,3,0,255,Bohdan
1178,2024-03-26,Harkiv,Tiramisu,Desserts,120,3,0,360,Andrij
1157,2024-03-20,Harkiv,Espresso,Drinks,45,1,0,45,Andrij
1306,2024-06-01,Odesa,Cappuccino,Drinks,65,3,0,195,Olena
1277,2024-05-07,Kyiv,Sandwich,Food,95,3,5,270.75,Bohdan
1256,2024-05-21,Harkiv,Raffle,Drinks,85,3,0,255,Andrij
1190,2024-04-22,Odesa,Latte,Drinks,70,3,0,210,Olena
1023,2024-01-23,Odesa,Tea,Drinks,40,2,15,68,Olena
1189,2024-04-12,Lviv,Tiramisu,Desserts,120,2,0,240,Bohdan
1310,2024-06-09,Harkiv,Tiramisu,Desserts,120,1,0,120,Maria
1308,2024-06-15,Kyiv,Cheesecake,Desserts,110,1,0,110,Bohdan
1241,2024-05-14,Harkiv,Cappuccino,Drinks,65,1,0,65,Andrij
1148,2024-03-20,Kyiv,Tea,Drinks,40,1,0,40,Olena
1105,2024-02-13,Kyiv,Croissant,Baking,55,1,0,55,Olena
1280,2024-05-16,Kyiv,Tiramisu,Desserts,120,2,0,240,Andrij
1034,2024-01-25,Odesa,Raffle,Drinks,85,2,0,170,Andrij
1131,2024-03-22,Harkiv,Croissant,Baking,55,1,0,55,Bohdan
1247,2024-05-12,Lviv,Raffle,Drinks,85,3,0,255,Andrij
1113,2024-02-04,Lviv,Croissant,Baking,55,2,0,110,Andrij
1038,2024-01-07,Odesa,Latte,Drinks,70,1,0,70,Maria
1314,2024-06-06,Odesa,Cappuccino,Drinks,65,1,0,65,Olena
1152,2024-03-20,Kyiv,Croissant,Baking,55,3,0,165,Andrij
1120,2024-02-21,Kyiv,Croissant,Baking,55,4,0,220,Bohdan
1022,2024-01-05,Harkiv,Tea,Drinks,40,1,0,40,Bohdan
1349,2024-06-05,Lviv,Cappuccino,Drinks,65,3,15,165.75,Olena
1231,2024-04-09,Odesa,Cheesecake,Desserts,110,2,0,220,Maria
1132,2024-03-12,Kyiv,Croissant,Baking,55,1,0,55,Andrij
1153,2024-03-20,Odesa,Cheesecake,Desserts,110,2,0,220,Olena
1337,2024-06-26,Odesa,Tiramisu,Desserts,120,1,0,120,Andrij
1031,2024-01-17,Lviv,Sandwich,Food,95,1,15,80.75,Maria
1043,2024-01-15,Lviv,Espresso,Drinks,45,1,0,45,Andrij
1166,2024-03-09,Kyiv,Cheesecake,Desserts,110,1,0,110,Olena
1089,2024-02-18,Harkiv,Sandwich,Food,95,1,0,95,Andrij
1079,2024-02-11,Lviv,Croissant,Baking,55,2,0,110,Maria
1029,2024-01-16,Kyiv,Tiramisu,Desserts,120,5,0,600,Maria
1074,2024-02-17,Harkiv,Sandwich,Food,95,3,0,285,Maria
1266,2024-05-25,Harkiv,Tiramisu,Desserts,120,1,0,120,Olena
1061,2024-02-11,Odesa,Cheesecake,Desserts,110,1,0,110,Bohdan
1112,2024-02-09,Odesa,Croissant,Baking,55,3,15,140.25,Bohdan
1004,2024-01-02,Kyiv,Raffle,Drinks,85,2,0,170,Bohdan
1333,2024-06-02,Lviv,Cappuccino,Drinks,65,4,10,234,Olena
1358,2024-06-02,Lviv,Espresso,Drinks,45,2,15,76.5,Andrij
1065,2024-02-16,Harkiv,Espresso,Drinks,45,2,0,90,Maria
1026,2024-01-19,Kyiv,Cheesecake,Desserts,110,2,0,220,Andrij
1340,2024-06-01,Harkiv,Latte,Drinks,70,4,0,280,Olena
1298,2024-05-19,Lviv,Muffin,Baking,60,1,0,60,Olena
1301,2024-06-16,Harkiv,Muffin,Baking,60,2,0,120,Andrij
1207,2024-04-19,Odesa,Sandwich,Food,95,1,0,95,Andrij
1139,2024-03-15,Harkiv,Cappuccino,Drinks,65,3,0,195,Maria
1161,2024-03-04,Lviv,Latte,Drinks,70,2,15,119,Olena
1319,2024-06-12,Harkiv,Tiramisu,Desserts,120,2,0,240,Olena
1137,2024-03-14,Harkiv,Tea,Drinks,40,1,0,40,Olena
1018,2024-01-16,Lviv,Raffle,Drinks,85,1,10,76.5,Olena
1021,2024-01-08,Lviv,Latte,Drinks,70,1,0,70,Olena
1320,2024-06-27,Lviv,Muffin,Baking,60,2,10,108,Maria
1233,2024-04-01,Odesa,Tea,Drinks,40,3,0,120,Bohdan
1315,2024-06-19,Odesa,Espresso,Drinks,45,3,5,128.25,Andrij
1329,2024-06-23,Kyiv,Cappuccino,Drinks,65,1,0,65,Bohdan
1072,2024-02-17,Kyiv,Croissant,Baking,55,1,0,55,Andrij
1116,2024-02-11,Lviv,Latte,Drinks,70,1,0,70,Andrij
1348,2024-06-10,Odesa,Raffle,Drinks,85,4,0,340,Bohdan
1259,2024-05-26,Kyiv,Croissant,Baking,55,2,0,110,Andrij
1103,2024-02-04,Odesa,Espresso,Drinks,45,2,0,90,Maria
1222,2024-04-28,Harkiv,Cheesecake,Desserts,110,2,0,220,Bohdan
1282,2024-05-10,Odesa,Tiramisu,Desserts,120,2,0,240,Bohdan
1036,2024-01-16,Odesa,Cappuccino,Drinks,65,5,0,325,Maria
1096,2024-02-15,Lviv,Tiramisu,Desserts,120,1,0,120,Bohdan
1351,2024-06-07,Lviv,Cheesecake,Desserts,110,2,10,198,Maria
1356,2024-06-27,Kyiv,Sandwich,Food,95,3,0,285,Bohdan
1187,2024-04-20,Harkiv,Sandwich,Food,95,2,0,190,Bohdan
1006,2024-01-27,Lviv,Sandwich,Food,95,1,0,95,Andrij
1217,2024-04-08,Harkiv,Espresso,Drinks,45,1,0,45,Olena
1128,2024-03-13,Kyiv,Croissant,Baking,55,2,0,110,Maria
1181,2024-04-27,Lviv,Tea,Drinks,40,2,5,76,Bohdan
1303,2024-06-01,Kyiv,Raffle,Drinks,85,4,0,340,Maria
1265,2024-05-17,Kyiv,Raffle,Drinks,85,1,0,85,Andrij
1167,2024-03-12,Lviv,Cappuccino,Drinks,65,3,0,195,Andrij
1028,2024-01-16,Lviv,Croissant,Baking,55,5,0,275,Olena
1289,2024-05-17,Odesa,Cheesecake,Desserts,110,3,0,330,Maria
1165,2024-03-12,Kyiv,Latte,Drinks,70,2,0,140,Andrij
1224,2024-04-19,Odesa,Raffle,Drinks,85,1,0,85,Andrij
1172,2024-03-12,Harkiv,Cappuccino,Drinks,65,4,15,221,Andrij
1124,2024-03-05,Harkiv,Raffle,Drinks,85,3,0,255,Olena
1206,2024-04-10,Kyiv,Cappuccino,Drinks,65,1,0,65,Olena
1174,2024-03-15,Kyiv,Latte,Drinks,70,2,10,126,Andrij
1186,2024-04-22,Harkiv,Croissant,Baking,55,2,0,110,Maria
1027,2024-01-07,Kyiv,Cheesecake,Desserts,110,2,0,220,Bohdan
1203,2024-04-28,Odesa,Sandwich,Food,95,1,0,95,Maria
1019,2024-01-05,Lviv,Tiramisu,Desserts,120,2,0,240,Bohdan
1270,2024-05-26,Odesa,Muffin,Baking,60,2,0,120,Maria
1216,2024-04-15,Kyiv,Muffin,Baking,60,3,0,180,Olena
1200,2024-04-04,Odesa,Tiramisu,Desserts,120,2,0,240,Maria
1332,2024-06-08,Lviv,Tiramisu,Desserts,120,3,0,360,Andrij
1085,2024-02-10,Harkiv,Cheesecake,Desserts,110,3,0,330,Andrij
1204,2024-04-21,Kyiv,Cappuccino,Drinks,65,1,0,65,Bohdan
1237,2024-04-09,Harkiv,Tea,Drinks,40,1,5,38,Andrij
1294,2024-05-23,Harkiv,Tea,Drinks,40,1,0,40,Olena
1076,2024-02-01,Harkiv,Cheesecake,Desserts,110,5,5,522.5,Olena
1305,2024-06-16,Lviv,Latte,Drinks,70,1,0,70,Bohdan
1117,2024-02-01,Odesa,Croissant,Baking,55,3,0,165,Bohdan
1304,2024-06-02,Lviv,Tiramisu,Desserts,120,3,0,360,Maria
1278,2024-05-22,Lviv,Sandwich,Food,95,1,5,90.25,Olena
1071,2024-02-09,Lviv,Croissant,Baking,55,2,0,110,Maria
1208,2024-04-05,Lviv,Cheesecake,Desserts,110,2,0,220,Olena
1311,2024-06-23,Odesa,Croissant,Baking,55,1,15,46.75,Maria
1063,2024-02-09,Kyiv,Raffle,Drinks,85,5,0,425,Maria
1057,2024-01-04,Harkiv,Latte,Drinks,70,1,0,70,Andrij
1144,2024-03-07,Odesa,Muffin,Baking,60,1,0,60,Maria
1257,2024-05-28,Odesa,Muffin,Baking,60,2,0,120,Bohdan
1300,2024-05-20,Harkiv,Tiramisu,Desserts,120,1,0,120,Andrij
1253,2024-05-08,Odesa,Tea,Drinks,40,3,0,120,Bohdan
1239,2024-04-26,Kyiv,Tiramisu,Desserts,120,3,0,360,Olena
1064,2024-02-14,Kyiv,Espresso,Drinks,45,1,0,45,Maria
1140,2024-03-06,Kyiv,Latte,Drinks,70,4,0,280,Bohdan
1024,2024-01-04,Harkiv,Sandwich,Food,95,1,0,95,Bohdan
1092,2024-02-16,Lviv,Raffle,Drinks,85,3,15,216.75,Bohdan
1049,2024-01-25,Lviv,Sandwich,Food,95,2,5,180.5,Andrij
1180,2024-03-23,Kyiv,Tea,Drinks,40,4,0,160,Andrij
1341,2024-06-04,Harkiv,Cheesecake,Desserts,110,1,0,110,Maria
1228,2024-04-04,Kyiv,Muffin,Baking,60,1,0,60,Olena
1123,2024-03-27,Kyiv,Latte,Drinks,70,1,10,63,Bohdan
1268,2024-05-18,Odesa,Muffin,Baking,60,2,0,120,Andrij
1238,2024-04-06,Odesa,Raffle,Drinks,85,4,0,340,Olena
1359,2024-06-17,Odesa,Tea,Drinks,40,2,0,80,Bohdan
1327,2024-06-27,Harkiv,Latte,Drinks,70,4,0,280,Andrij
1307,2024-06-28,Harkiv,Croissant,Baking,55,1,0,55,Bohdan
1336,2024-06-13,Harkiv,Latte,Drinks,70,2,0,140,Olena
1134,2024-03-17,Lviv,Cappuccino,Drinks,65,3,0,195,Olena
1100,2024-02-12,Kyiv,Espresso,Drinks,45,3,0,135,Andrij
1050,2024-01-24,Kyiv,Espresso,Drinks,45,1,0,45,Olena
1010,2024-01-11,Lviv,Latte,Drinks,70,2,0,140,Bohdan
1016,2024-01-15,Odesa,Muffin,Baking,60,4,0,240,Maria
1285,2024-05-05,Kyiv,Sandwich,Food,95,2,0,190,Olena
1129,2024-03-15,Lviv,Tea,Drinks,40,1,0,40,Maria
1160,2024-03-09,Odesa,Tea,Drinks,40,1,0,40,Andrij
1053,2024-01-17,Kyiv,Latte,Drinks,70,2,0,140,Andrij
1086,2024-02-26,Kyiv,Sandwich,Food,95,2,0,190,Andrij
1094,2024-02-24,Kyiv,Tea,Drinks,40,1,0,40,Maria
1317,2024-06-08,Harkiv,Muffin,Baking,60,1,0,60,Maria
1115,2024-02-05,Harkiv,Cheesecake,Desserts,110,5,0,550,Andrij
1046,2024-01-08,Lviv,Cappuccino,Drinks,65,1,0,65,Maria
1125,2024-03-26,Harkiv,Latte,Drinks,70,2,0,140,Andrij
1011,2024-01-14,Odesa,Tea,Drinks,40,5,0,200,Andrij
1069,2024-02-08,Odesa,Tea,Drinks,40,1,0,40,Olena
1276,2024-05-18,Odesa,Espresso,Drinks,45,1,0,45,Andrij
1272,2024-05-13,Kyiv,Cheesecake,Desserts,110,1,0,110,Olena
1014,2024-01-22,Kyiv,Latte,Drinks,70,4,0,280,Olena
1263,2024-05-01,Kyiv,Croissant,Baking,55,1,0,55,Olena
1229,2024-04-10,Kyiv,Latte,Drinks,70,3,0,210,Bohdan
1254,2024-05-25,Harkiv,Raffle,Drinks,85,2,0,170,Andrij
1056,2024-01-22,Harkiv,Latte,Drinks,70,1,0,70,Andrij
1150,2024-03-15,Kyiv,Raffle,Drinks,85,1,0,85,Bohdan
1032,2024-01-10,Lviv,Sandwich,Food,95,4,0,380,Olena
1296,2024-05-04,Kyiv,Espresso,Drinks,45,4,0,180,Olena
1196,2024-04-05,Odesa,Tea,Drinks,40,1,5,38,Maria
